Pred/Actual,1.0,2.0,3.0,OA_Resubs,OA_Holdout
1.0,178.0,0.0,59.0,,
2.0,1.0,295.0,26.0,,
3.0,53.0,37.0,387.0,,
Accuracies,,,,0.9118012422360249,0.8301158301158301
