Pred/Actual,1.0,2.0,3.0,OA_Resubs,OA_Holdout
1.0,176.0,0.0,57.0,,
2.0,0.0,312.0,56.0,,
3.0,49.0,32.0,354.0,,
Accuracies,,,,0.8993788819875776,0.8127413127413128
