Mean,Std,Sum,Min,Max,Amplitude,CoefVariation,FirstSlope
0.12251671901270819,0.01868208327502692,3.798018289393954,0.0812292721925074,0.15449000194114434,0.07326072974863694,0.15248599069233235,0.04850590000887668
0.14485891011361368,0.020455490462679506,4.490626213522025,0.11663569594428323,0.19111162894657918,0.07447593300229595,0.14120974986375465,0.047655443819694665
0.14307099518686064,0.02495472519175813,4.435200850792679,0.10273135221219915,0.1890688486314082,0.08633749641920904,0.17442197252605623,0.07530622404583312
0.2789801649666818,0.02644342264132969,8.648385113967137,0.22157673414056056,0.33173563906903575,0.11015890492847519,0.09478603127390002,0.08411707647344527
0.17541414028318264,0.03706152362156935,5.437838348778662,0.12253833925885621,0.2470577588709058,0.1245194196120496,0.2112801371755919,0.0811286268339419
0.13178527017229197,0.021325351875099686,4.085343375341051,0.0902119668351036,0.16655412389756832,0.07634215706246472,0.16181893353649907,0.025655872719020395
0.2058494725236551,0.038221522320282746,6.381333648233308,0.14702799216044893,0.2692284341099692,0.12220044194952029,0.18567704765865037,0.06025399636379716
0.1692329866896518,0.025935115008583864,5.246222587379206,0.13583995614033623,0.22376576358099856,0.08792580744066233,0.15325094425086888,0.03744605032161066
0.15285041068656902,0.024696585647895817,4.738362731283639,0.09896629496337568,0.19386866846366302,0.09490237350028734,0.1615735642250774,0.04624177182441726
0.1522905340084661,0.022531189482571722,4.72100655426245,0.10724581549989397,0.193437031398625,0.08619121589873104,0.1479487193952526,0.044300422324561134
0.24996018765425965,0.05407719059399019,7.748765817282049,0.16818985548135745,0.3372778608268759,0.16908800534551843,0.2163432148994414,0.07224597535267074
0.19844882048874682,0.05229534422962421,6.151913435151151,0.10312947169892626,0.2806333913740206,0.17750391967509432,0.263520559612445,0.07036609386870496
0.1603315459297679,0.021062714248583952,4.970277923822804,0.11788053301265432,0.19605279646407084,0.07817226345141652,0.1313697446528104,0.06220301653218753
0.1521099914737403,0.033483074723091186,4.715409735685949,0.08967319378115471,0.2035647869450475,0.1138915931638928,0.22012409834939461,0.06406495247341568
0.15886742231004228,0.01881834418792505,4.924890091611311,0.1283527412930814,0.210786495222463,0.0824337539293816,0.11845313478555454,0.05455821138050426
0.16185530855238967,0.03836246907872444,5.017514565124079,0.10434799893072678,0.23086791984825633,0.12651992091752956,0.23701705814800134,0.07872206663547901
0.16747151395143506,0.03051519748856007,5.191616932494486,0.11028760201094068,0.21439685580327347,0.1041092537923328,0.18221127144888147,0.04513306071761067
0.2085482238199299,0.026306351881701925,6.464994938417828,0.15271622440034172,0.2728627963561507,0.12014657195580897,0.1261403784690875,0.060234714584596005
0.20150137255543166,0.047188077914514445,6.246542549218382,0.14150538410172556,0.3219964355046698,0.18049105140294422,0.23418241432342266,0.07376312446780242
0.25719834990190055,0.0505453739529221,7.9731488469589165,0.15339389046744414,0.3660327139800134,0.21263882351256927,0.19652293248460145,0.09922395736255477
0.2590188258822153,0.030164782817454525,8.029583602348675,0.2153448084570518,0.33496647243895294,0.11962166398190113,0.11645787797359362,0.07142834988280411
0.12687709924169036,0.02380991088060419,3.9331900764924006,0.08950201389851008,0.16357696152486745,0.07407494762635737,0.1876612172165781,0.061004680698784064
0.23208777488318885,0.022102992747964918,7.1947210213788555,0.1931476625085152,0.28480851293041304,0.09166085042189784,0.09523548906912259,0.07825391877253968
0.17896308586490173,0.017785381627298945,5.547855661811953,0.14492101528329623,0.21527829652923602,0.07035728124593979,0.09938016849309937,0.04662217676170949
0.22282396099014792,0.045643533556011244,6.907542790694586,0.13262684777166955,0.29961693470296247,0.1669900869312929,0.20484122691827275,0.07273604461338148
0.13295140391487612,0.016508679978698343,4.121493521361159,0.09630777506351615,0.16979155732476914,0.07348378226125299,0.12417078340344749,0.0416890683725093
0.1489051133956584,0.02782029672728098,4.6160585152654106,0.09568169725351797,0.196506925468271,0.10082522821475304,0.18683237998254082,0.058479246285871145
0.15454163774912733,0.02605956892566242,4.790790770222949,0.10496861548961527,0.20419801413391694,0.09922939864430168,0.1686249046225704,0.05776968510703007
0.15928658191364664,0.03372478997198873,4.937884039323046,0.09580741751490789,0.21770628362488503,0.12189886610997715,0.21172398557884686,0.07397428129066208
0.19507000672266217,0.046646282562306164,6.047170208402528,0.1378845553031122,0.2943066408073157,0.15642208550420353,0.23912585715252888,0.08941167744290193
0.156607307659478,0.03382600154624187,4.854826537443817,0.11394272484269291,0.2287249272002836,0.11478220235759068,0.21599248497261742,0.07980546852717665
0.10824644500903242,0.024766130354473764,3.355639795280005,0.06738799667571083,0.1568978568416196,0.08950986016590878,0.22879393731967088,0.04433843601808142
0.22047439719527892,0.044265542294542354,6.834706313053648,0.12269790875877677,0.2698799459979014,0.1471820372391246,0.20077407108334402,0.09094745374914315
0.1566311307507647,0.026410547739537993,4.855565053273705,0.11854177089523017,0.21212725023347548,0.0935854793382453,0.16861621066608465,0.06258348821122989
0.19210753749340298,0.039000383652363836,5.955333662295493,0.11995636593876119,0.25259813267934544,0.13264176674058425,0.20301329224889533,0.0875154556155433
0.1997006436690936,0.025313440382916236,6.1907199537419,0.15256377614603187,0.24327901591413417,0.09071523976810231,0.12675692936103358,0.04708213010650508
0.10077698567742036,0.01586742619355989,3.124086556000031,0.06893542682127247,0.13599411099282668,0.06705868417155421,0.15745089106306814,0.03707888251946642
0.19216136466872244,0.025886169378090698,5.957002304730396,0.14583163266399754,0.24071114949336503,0.09487951682936749,0.13471058254981325,0.06975951015701246
0.17545778153743932,0.043970274481945,5.439191227660619,0.11360647665650855,0.2782305925760834,0.16462411591957485,0.25060315989782755,0.09965122131377382
0.07125246926757292,0.017767314205009956,2.20882654729476,0.04250679521438755,0.1042807314292872,0.061773936214899655,0.24935717158501172,0.04132322832297161
0.21680886717390607,0.03344156826837664,6.721074882391088,0.16353087733995864,0.28898804993855237,0.12545717259859374,0.1542444675085756,0.06958957496282472
0.18980040013000254,0.020224321965694618,5.8838124040300785,0.15409043738264963,0.22661591221698185,0.07252547483433222,0.10655573935482802,0.03748529952726251
0.15935589968641686,0.018792712070801944,4.940032890278923,0.12326677002712706,0.20055964906374477,0.0772928790366177,0.1179291893665848,0.05777366778645798
0.19551259158951834,0.040808065732973145,6.060890339275066,0.1266756606260421,0.26686129104696077,0.14018563042091867,0.20872346584536253,0.06274693414391128
0.21442016547521228,0.035827068965156424,6.64702512973158,0.14904125271273724,0.2658176987760191,0.11677644606328183,0.16708815090107818,0.07899244704739267
0.20942179114758844,0.041046409278061295,6.49207552557524,0.13726201409771263,0.284312662832896,0.1470506487351834,0.19599874995403008,0.05938641915980136
0.20947484041761286,0.034093889024286415,6.493720052945999,0.14763101613591514,0.26361788064089925,0.1159868645049841,0.1627588733631028,0.06729867626477382
0.14628438965223167,0.030430286896709034,4.534816079219181,0.08727847236914105,0.19229820300244202,0.10501973063330097,0.20802142299019258,0.05460849061040886
0.1438956689500444,0.026119972295947293,4.460765737451377,0.10150873253337153,0.18781953181079875,0.08631079927742721,0.18152021173768088,0.07562517478034583
0.16831535395446529,0.024487874240286325,5.217775972588424,0.1269454736762055,0.21664198826299155,0.08969651458678604,0.14548805955582092,0.05748958331840337
0.13962135756088873,0.0169003329994593,4.32826208438755,0.10705724392628493,0.17220892591401266,0.06515168198772772,0.12104403863921094,0.042334320482474624
0.15989340873222566,0.02301258597146084,4.956695670698996,0.1160341658358324,0.2116836348415756,0.0956494690057432,0.14392454419431475,0.03271800776732224
0.17383673411971304,0.034614890342089734,5.388938757711104,0.1199514683645387,0.24904775527894824,0.12909628691440955,0.19912299041612297,0.09324698173947601
0.18881931462119025,0.027429673183233316,5.853398753256896,0.14322519166315056,0.2480190444229322,0.10479385275978165,0.14526942457270745,0.07333002820950527
