Mean,Std,Sum,Min,Max,Amplitude,CoefVariation,FirstSlope
0.032364516364976,0.011051489813013538,1.003300007314256,0.015492031252438957,0.05151178010059145,0.0360197488481525,0.34146933290723175,0.01414681952838448
0.025396027371564107,0.006971921969421508,0.7872768485184873,0.01738666185229819,0.042569019640036114,0.025182357787737922,0.27452805383364637,0.016612266446618052
0.02848306724876778,0.008011301191400191,0.8829750847118011,0.014491928872929058,0.04295338826934951,0.028461459396420453,0.2812653960835897,0.01957626751336005
0.017107126169804945,0.006570016290105036,0.5303209112639533,0.005040638872505514,0.029308276929168153,0.02426763805666264,0.38405143125100055,0.019823911243002958
0.03545804721511408,0.009127501541360968,1.0991994636685363,0.020790201698652026,0.05221580422570961,0.03142560252705758,0.2574169267130523,0.02355806095280081
0.018056851027612505,0.00794628039413955,0.5597623818559877,0.004362448382147631,0.028729823581916374,0.024367375199768743,0.44007010867997476,0.02003108771542802
0.016350947537253066,0.007084346921927862,0.506879373654845,0.00457768709413443,0.02807519698333844,0.02349750988920401,0.4332682803725772,0.013781376711049377
0.018176558614736524,0.005811930578975856,0.5634733170568322,0.009850999170473192,0.027613944765905857,0.017762945595432664,0.3197486775227007,0.01037156750619107
0.02745527309971866,0.008719642048507541,0.8511134660912787,0.010768014136500033,0.039648478759920516,0.028880464623420483,0.31759443866529574,0.028880464623420483
0.02083084778672771,0.009928030105055618,0.6457562813885589,0.004638364127633751,0.03586688718705888,0.031228523059425133,0.47660230667045733,0.02103388912157306
0.017426210946625446,0.008099769095447747,0.5402125393453888,0.005309601624959614,0.03783820523263833,0.032528603607678716,0.46480380159843365,0.032528603607678716
0.025791866889903554,0.011075431105354316,0.7995478735870102,0.006329129609961424,0.04561359994075126,0.039284470330789835,0.4294156430254332,0.02641002828520011
0.018087339747118195,0.007762897936917897,0.5607075321606639,0.0036096950368526078,0.029570013806420464,0.025960318769567857,0.42918959036829823,0.01816131268979952
0.017734648111534156,0.008150797938034098,0.5497740914575588,0.00528868606320001,0.035178460577130144,0.029889774513930135,0.459597387372633,0.02167662361286949
0.026802546824859292,0.008810408104751278,0.8308789515706381,0.012478561616611225,0.03900227126040534,0.026523709643794115,0.3287153329988644,0.015411523309019508
0.021444134141062086,0.009475859225556273,0.6647681583729247,0.005267712112189513,0.03665721288101726,0.031389500768827745,0.4418858398862334,0.012631331026622103
0.02916331227816268,0.006869881591269026,0.9040626806230428,0.015351435978447962,0.04004942841471341,0.024697992436265446,0.23556588928388472,0.014403286073923962
0.020707729025998357,0.005140914308538042,0.6419395998059492,0.011126555804123632,0.028649214521959027,0.017522658717835395,0.24826065195674876,0.009823528799580854
0.02563825626724661,0.010501789187062285,0.7947859442846449,0.0077411262294781935,0.04166288332415032,0.03392175709467213,0.40961401889404364,0.025863372429590442
0.021924695844739668,0.007826452979428503,0.6796655711869297,0.008117368815810063,0.035059060233081085,0.02694169141727102,0.3569697401894076,0.0165535473412277
0.023264912967421506,0.01007955079740619,0.7212123019900667,0.004801650408508971,0.038864296005098824,0.03406264559658985,0.43325117147529674,0.023567711548095917
0.025496422198433486,0.007591572516400876,0.7903890881514383,0.011324159247497448,0.03767891980928338,0.026354760561785935,0.2977505022986051,0.026354760561785935
0.014605560576875894,0.007216131807782729,0.4527723778831526,0.0029418378599331747,0.025746859237738087,0.02280502137780491,0.4940674320441762,0.01497501863973671
0.02320424957724473,0.009749512124841722,0.7193317368945865,0.006419650912380263,0.03629647158484781,0.02987682067246755,0.4201606301633038,0.019791324790941214
0.03193403640750583,0.007334560876205803,0.9899551286326804,0.019430539518142456,0.043617069358189396,0.02418652984004694,0.22967847792901858,0.014714096829578912
0.030304553924828937,0.012577715185331495,0.9394411716696971,0.014632269143118739,0.051566451506353035,0.0369341823632343,0.415043732916537,0.023697859925382286
0.025451277457875218,0.005950601101962458,0.7889896011941318,0.018433781201165806,0.03901202960547952,0.02057824840431371,0.23380363173563234,0.02045267897653303
0.030563820993020865,0.008239986827895882,0.9474784507836467,0.014820447257738062,0.04791599133424524,0.03309554407650718,0.26959936814763613,0.020778872623330703
