2017-09-22,2017-10-04,2017-10-16,2017-10-28,2017-11-09,2017-11-21,2017-12-03,2017-12-15,2017-12-27,2018-01-08,2018-01-20,2018-02-01,2018-02-13,2018-02-25,2018-03-09,2018-03-21,2018-04-02,2018-04-14,2018-04-26,2018-05-08,2018-05-20,2018-06-01,2018-06-13,2018-06-25,2018-07-07,2018-07-19,2018-07-31,2018-08-12,2018-08-24,2018-09-05,2018-09-17
0.09789097067938465,0.10257951263426499,0.10309601276143146,0.0923351040091462,0.10691885917819252,0.07085510093180422,0.08020860992434574,0.10284369948739425,0.027989266534940247,0.04510196772783313,0.1027246421877905,0.13699875760343794,0.19575641428952276,0.1555414185845165,0.19473596325859724,0.15737011004583232,0.20748116257177618,0.16521850018235668,0.08094850587290954,0.16237550177703522,0.13346485853661622,0.13792958959299917,0.15857438859029635,0.23825658191129437,0.23113512975843478,0.2052943644519148,0.23390494804762274,0.1750524918872518,0.15731890845253244,0.13653482369817127,0.1851299923895194
0.15826230638119057,0.1308768765020587,0.15246288781953582,0.13589274065349036,0.1296473608997282,0.09497695597721284,0.09675534271721016,0.09081377531349992,0.024734871739213453,0.03677489159600215,0.07152448320486411,0.10896728622719719,0.1619856210432934,0.13739934433982656,0.15121191465161685,0.1383598075481233,0.18992384547199923,0.1359356414330881,0.10669594333683202,0.1433311992646307,0.1441812063931321,0.13505049704088004,0.14928427681314285,0.154784318792496,0.14613365928657185,0.15567668492596964,0.16354989223421482,0.1183359360075298,0.11602155496594473,0.10365393752253362,0.12715390762350293
0.17300829582140184,0.17166518375269205,0.1952053104957569,0.17521747163083165,0.19501696742631716,0.15878332996172204,0.1615184951542847,0.17436130857982562,0.026346837907322763,0.044958437994377085,0.08866101730454107,0.12434319517959437,0.14409923169081434,0.1358947497785383,0.17259583034695392,0.15745572397950883,0.2166465369068517,0.13486680109489724,0.11303889777758346,0.17102636820047318,0.14611801026744556,0.14190483447661506,0.1619355598330127,0.21673511908939194,0.22092244489602764,0.25442242261717035,0.2084870812045007,0.1747761441402495,0.17080635538445788,0.16983066339351724,0.2132858863204341
0.24196312574412326,0.20092607593069403,0.2683031601828739,0.23827667516232975,0.22865576619792213,0.23224530168167692,0.2671965049133323,0.25315622740910637,0.1303526822142525,0.19101814341344334,0.22316808334233612,0.2442951457023902,0.300548240982802,0.2695918561073236,0.2738525485848203,0.25852229288728584,0.3071061168138993,0.2819363544628189,0.24673046769502832,0.29949978384329323,0.2464369429475337,0.2447465536536469,0.2423104135177072,0.19152935972254345,0.2084978340654794,0.21302538359893003,0.19363651520456615,0.19733357844256938,0.21029366725124124,0.20278132690020073,0.18797161856892486
0.1943353892329547,0.18431825170161545,0.17109098555250365,0.17566243331394,0.15192448130100858,0.12960629465482487,0.12314186293725006,0.2915547556770988,0.22668744855917805,0.20710953212450536,0.2013205885763992,0.20346299466347278,0.18966647072354545,0.1717225357015778,0.21178614588653005,0.3440004751220185,0.3154140112397545,0.20996901704176923,0.27539830994003417,0.21224290122435147,0.2032542820482083,0.29015321899253843,0.2804733389782657,0.39636065829644374,0.34385054059297293,0.4148889031702397,0.34054739529823735,0.3004385569442549,0.32152104081991356,0.27733821037357703,0.3481349603132994
0.19389705695661968,0.16495558480038364,0.1765857613428963,0.1892312559745604,0.1620545010222349,0.16154698563293918,0.1608293120226242,0.26097645979479916,0.21422552452178853,0.18412866838449804,0.18471391687064617,0.1912418538884023,0.20117686538651608,0.20480595907560606,0.20361272868816868,0.2228337811462081,0.2682621785150208,0.15162013813347866,0.17580218644194454,0.18365377883816128,0.18172304387914762,0.23664913903870796,0.18967444991275975,0.2077519351368525,0.2209142603696514,0.22032407277051066,0.1917043977927627,0.167985935573881,0.18893292266138484,0.161123320664329,0.18061950381550057
0.1319428648369538,0.1283791173126051,0.14903085011320522,0.13244559828150193,0.11574044933026263,0.12090501527109186,0.1265660393039389,0.16273325659689158,0.2653101020687892,0.23792909849052105,0.20847312114794492,0.21746755328816247,0.20040998066951185,0.21329480054092437,0.21326669855892222,0.2839202897138467,0.2731539713734896,0.22251002543799178,0.22343396453730868,0.21157333525814503,0.2530427933126236,0.21221869351322828,0.22359337871329163,0.20124378491410694,0.19155929510888883,0.21449255558536598,0.20018165302196617,0.1636638647977197,0.20191057197902307,0.1688155779882664,0.18493503342343168
0.2142673262296792,0.1959484495724629,0.18909559897490985,0.19503007672392303,0.1643588526750914,0.1738699514142811,0.15275244207415542,0.3099164284718093,0.26513855999491803,0.24644417055529394,0.2519295279865255,0.2555242025422802,0.24023427422131935,0.2413331416699746,0.2699474233307107,0.27554799798889934,0.24576448238436852,0.1683254385612915,0.21645914651461706,0.1760076126965996,0.17884829413024814,0.26324503884694855,0.20214526872247382,0.4105785152357577,0.34165071584985757,0.4061191755094531,0.32345244950964075,0.2898398575733256,0.3370225992077443,0.2889256829224067,0.33827513616164406
0.2927918939068015,0.28270648879521404,0.26249001744447675,0.3086438520375128,0.2484255515989321,0.2811446346939012,0.2506349141520817,0.4644224636599345,0.25367767886775777,0.2325414427529601,0.21273531912651575,0.22883798680201622,0.2523455919695255,0.23214418544866527,0.2590785273251681,0.20459404917611257,0.2787606769257634,0.16302337955559215,0.18440375191700353,0.21287152846863333,0.1644041917620945,0.22164253252954072,0.2169388904657162,0.20996241013507827,0.2222220262694544,0.2542470418800955,0.23304995902379896,0.19466892128183855,0.19489119765457724,0.14898782677477895,0.19436596888927604
0.19674832017479077,0.1889128514616965,0.20528606168230543,0.1638450699545709,0.19414346458721904,0.17082739508438755,0.19804720387985136,0.2683651616907582,0.24156856679771427,0.21703775256491503,0.1638916410112165,0.1671187311221984,0.21223675737652048,0.19461832763134448,0.19278528837603115,0.11209160790220848,0.17570565468578744,0.152534305519792,0.15042159320073845,0.1326665581984547,0.12361282592370794,0.13399352381799268,0.14336456258609226,0.21211980996259697,0.28499049001780274,0.23632479465406134,0.22942500214572661,0.19704051331079475,0.16280674793889863,0.1813137154519507,0.20225302694362107
0.26852836249808215,0.29608001277839124,0.26041647126685624,0.22960726070734253,0.21511404016579014,0.2018601353682873,0.2218495311599166,0.38589221626089,0.32346797844249414,0.3020940841057283,0.17390670760413626,0.21370979580664934,0.250400766357992,0.2417618854380513,0.2527268631629353,0.1583268872527964,0.2038780823590317,0.2160364238394837,0.26108512822968816,0.3147602573817872,0.21126827860157987,0.17170710481563078,0.1895138708229623,0.23432889459246964,0.28824422077033945,0.25633530496671264,0.2736947939566846,0.25209834237622497,0.21482595541895283,0.1369314538770844,0.17853770055932736
0.3294111368599397,0.35801528977945496,0.35035627277402104,0.2603036832627905,0.27462821975891605,0.3102636051081704,0.3011882932723938,0.3708243082604356,0.3304745142540036,0.26608971688747884,0.18324836512106324,0.21921428453777866,0.2655804886800167,0.2075349415102434,0.24783656868323417,0.26637354027086296,0.34841826728715075,0.4066784448587671,0.2716718086816774,0.35688214130918966,0.3044232681673892,0.24584146898215378,0.2875027162979969,0.19434108789066287,0.17886048131967522,0.17449026664986253,0.1755205650436567,0.1750641603003882,0.15573220120036652,0.17513481592863359,0.24963395618573223
0.13800559540150587,0.16880253883218316,0.18437275638903702,0.1447968698728131,0.1434765312047832,0.13981358394902324,0.12023891209095001,0.22149989375263418,0.32531770828991147,0.3176742137381377,0.17580484333890822,0.24578977992223838,0.29214154768657546,0.263899678555426,0.26455383757237755,0.3110186778769591,0.3652255214506716,0.3838368373045823,0.3922001331786385,0.3402359693426836,0.3275466406880729,0.3181387129782903,0.3290325173579182,0.1962040407306056,0.2352196601152012,0.2141657975673781,0.18856201959827698,0.17638281846387807,0.1513583625024457,0.13009876832643327,0.15840706576247288
0.2010504365534185,0.18722954017835042,0.21160108188027932,0.23759510458573468,0.1746163476277591,0.16512117767054107,0.15644279432981917,0.2819897522863124,0.3516975393331979,0.2933427975764228,0.2053582617713722,0.1561010569107278,0.240434315058706,0.2092551652664033,0.21040380876896386,0.16305931729562953,0.20277672846438624,0.19044649503330033,0.2667026753086341,0.2777211000196823,0.2659119423779239,0.2599854155362748,0.2918689483488433,0.2460476880551384,0.14198271685481298,0.12176587095813458,0.09881059222706103,0.13355569040090545,0.10987266347162221,0.11532438549209954,0.08926370302725614
0.14060594525870482,0.1370358544631613,0.16584428654129305,0.1380953377368844,0.13669077659675027,0.14345980220402893,0.1309969372840643,0.26622811361884974,0.2647955866515146,0.2841569023986874,0.13258123106234718,0.15271968988218507,0.18009242426484062,0.1981016512252823,0.19340625461971603,0.1359159542438841,0.18575262820406016,0.18070034342190852,0.2964332235721988,0.22833249980320436,0.166696016060685,0.17023460438734372,0.15467364254722646,0.27852766228509607,0.29088989010150057,0.2916433720637709,0.2647364627842722,0.22456906141509578,0.1853202476811037,0.1700915446673627,0.15994370394178406
0.33156559199481883,0.37708892054869664,0.3803399081390516,0.31627610068302187,0.2759122514195538,0.24957389453245865,0.24263577196008762,0.46784175666853095,0.38055883995574613,0.30948865353854993,0.18199511223021422,0.18500208591866626,0.2941179990591928,0.25614341822752285,0.2577976727999538,0.1494313925980634,0.18638433932209605,0.17758491147911826,0.26416139501224756,0.2536921766875096,0.22090870831687084,0.20447389457661078,0.21056236614364407,0.22442117128684172,0.14261416629588308,0.14004829441398464,0.14692723656661144,0.152582757444614,0.13233075045207865,0.10864672970071342,0.105438769554882
0.1438251600198255,0.16631451428527355,0.18307570498786957,0.1631205179900378,0.1502869064173447,0.14773573300434611,0.12909661263458513,0.2651421257139824,0.3030084482053392,0.2865984809213349,0.1775558724712377,0.20438195482043972,0.28570806703866436,0.25621815050843,0.23310855676852393,0.23870737591381389,0.3382210888810553,0.32223630215447846,0.32694651460566326,0.26286869527129014,0.30537435988379075,0.28748274106364946,0.2833349203854697,0.22436750922965562,0.2200321744132582,0.204476389098727,0.20072544215397972,0.18125597754730063,0.18000415465335612,0.1470481747139629,0.17179266316328845
0.14125043864407355,0.1560545763528368,0.17253761786284527,0.1401511756103845,0.14542913617802936,0.1071723417747032,0.1122111325097734,0.19328582253438797,0.24080237775555052,0.21327430767923083,0.15418213760705526,0.16137043950905025,0.20503498313720894,0.18450433378749279,0.1970414490292727,0.20528742370213432,0.270268283939283,0.25380361628328857,0.2404572181149492,0.19401020275214986,0.20707199196673634,0.20028723458107878,0.22189051892991243,0.2088915428512663,0.20955197206538662,0.22003127534643646,0.20946486087758331,0.16774416113594598,0.1472745405436249,0.15914149061616692,0.1819423635545653
0.14849763252874165,0.1720488818937511,0.17821540920311954,0.14649083052241144,0.12509762070900698,0.11900969282566279,0.12638282308986645,0.214801015189502,0.295561796006431,0.26716296880468327,0.14498663612792098,0.14455571318154944,0.21837790204238533,0.1971187450441912,0.19787000343232491,0.2240338202249317,0.21033300516241796,0.19124021583877934,0.29567534001212087,0.3142295898522279,0.316761473628676,0.255756451626738,0.3254151139289349,0.45340521387952515,0.21819792021127365,0.2121599081031057,0.17279948317775698,0.22290994252346535,0.18971259967631965,0.17660857115762893,0.1533375462715367
0.23732186825780424,0.24020921474615675,0.24653800526573072,0.28907231066107025,0.26740546626040684,0.23369963055335344,0.22466510243906035,0.33693118911009917,0.3178688670696883,0.2935929053828057,0.23120606613093883,0.2195142709350396,0.2577803409594076,0.21281901183333388,0.22867030378162892,0.1335742153901603,0.18084197973503557,0.1776733641933541,0.2166322914156998,0.2214411127503567,0.16286734173551776,0.1554917741293826,0.15698908539914,0.18774466143332158,0.20463989765796692,0.21317225326867753,0.20468504569667728,0.19070577543935519,0.17512020316810933,0.1710103806413841,0.1596751578099875
0.15923724449177423,0.13492470514004307,0.15229064252639646,0.142089132395076,0.1359690681791509,0.14297313110757892,0.12768231302961175,0.21234545544437713,0.20003861021103966,0.148386824153379,0.109400026599846,0.12896300862298318,0.19012066708445588,0.1506220486115122,0.15296244987434934,0.1603263371199968,0.22137403638767464,0.2318029104894518,0.2146163052992719,0.1832481466936319,0.16047696403398903,0.14917503375258823,0.16263555258040943,0.2209819715416157,0.26896247244596444,0.25612754836144036,0.2491387285000447,0.15986287240636154,0.13935772599725704,0.17210995359366657,0.18085411142985838
0.3223908679942009,0.34222561031895427,0.37636538227495486,0.37734227865780534,0.34261589691120337,0.2886361943604886,0.2498037956664012,0.5034862277056267,0.2424942523923653,0.21783252332060452,0.11494641614996348,0.11961745697513382,0.21178329984118563,0.16707710664515485,0.16902873070747193,0.21520661415958578,0.2686099905679143,0.2863754270649088,0.37795677606678146,0.4011698761167177,0.3107775763730667,0.27230489334328434,0.30441459119678926,0.39944172480242657,0.2534245484832159,0.23981709059179968,0.22336564668771502,0.2703343189441847,0.23217498498979217,0.1798317521221764,0.17916498524709765
