Pred/Actual,1.0,2.0,3.0,OA_Resubs,OA_Holdout
1.0,173.0,0.0,33.0,,
2.0,2.0,316.0,42.0,,
3.0,53.0,28.0,389.0,,
Accuracies,,,,0.9383022774327122,0.8474903474903475
