Pred/Actual,1.0,2.0,3.0,OA_Resubs,OA_Holdout
1.0,174.0,3.0,48.0,,
2.0,6.0,245.0,80.0,,
3.0,69.0,87.0,324.0,,
Accuracies,,,,0.9391304347826087,0.7171814671814671
