Pred/Actual,1.0,2.0,3.0,OA_Resubs,OA_Holdout
1.0,198.0,1.0,51.0,,
2.0,1.0,291.0,29.0,,
3.0,41.0,28.0,396.0,,
Accuracies,,,,0.9507246376811594,0.8542471042471043
