Mean,Std,Sum,Min,Max,Amplitude,CoefVariation,FirstSlope,Class
0.032364516364976,0.011051489813013538,1.003300007314256,0.015492031252438957,0.05151178010059145,0.0360197488481525,0.34146933290723175,0.01414681952838448,3
0.025396027371564107,0.006971921969421508,0.7872768485184873,0.01738666185229819,0.042569019640036114,0.025182357787737922,0.27452805383364637,0.016612266446618052,3
0.02848306724876778,0.008011301191400191,0.8829750847118011,0.014491928872929058,0.04295338826934951,0.028461459396420453,0.2812653960835897,0.01957626751336005,3
0.017107126169804945,0.006570016290105036,0.5303209112639533,0.005040638872505514,0.029308276929168153,0.02426763805666264,0.38405143125100055,0.019823911243002958,3
0.03545804721511408,0.009127501541360968,1.0991994636685363,0.020790201698652026,0.05221580422570961,0.03142560252705758,0.2574169267130523,0.02355806095280081,3
0.018056851027612505,0.00794628039413955,0.5597623818559877,0.004362448382147631,0.028729823581916374,0.024367375199768743,0.44007010867997476,0.02003108771542802,3
0.016350947537253066,0.007084346921927862,0.506879373654845,0.00457768709413443,0.02807519698333844,0.02349750988920401,0.4332682803725772,0.013781376711049377,3
0.018176558614736524,0.005811930578975856,0.5634733170568322,0.009850999170473192,0.027613944765905857,0.017762945595432664,0.3197486775227007,0.01037156750619107,3
0.02745527309971866,0.008719642048507541,0.8511134660912787,0.010768014136500033,0.039648478759920516,0.028880464623420483,0.31759443866529574,0.028880464623420483,3
0.02083084778672771,0.009928030105055618,0.6457562813885589,0.004638364127633751,0.03586688718705888,0.031228523059425133,0.47660230667045733,0.02103388912157306,3
0.017426210946625446,0.008099769095447747,0.5402125393453888,0.005309601624959614,0.03783820523263833,0.032528603607678716,0.46480380159843365,0.032528603607678716,3
0.025791866889903554,0.011075431105354316,0.7995478735870102,0.006329129609961424,0.04561359994075126,0.039284470330789835,0.4294156430254332,0.02641002828520011,3
0.018087339747118195,0.007762897936917897,0.5607075321606639,0.0036096950368526078,0.029570013806420464,0.025960318769567857,0.42918959036829823,0.01816131268979952,3
0.017734648111534156,0.008150797938034098,0.5497740914575588,0.00528868606320001,0.035178460577130144,0.029889774513930135,0.459597387372633,0.02167662361286949,3
0.026802546824859292,0.008810408104751278,0.8308789515706381,0.012478561616611225,0.03900227126040534,0.026523709643794115,0.3287153329988644,0.015411523309019508,3
0.021444134141062086,0.009475859225556273,0.6647681583729247,0.005267712112189513,0.03665721288101726,0.031389500768827745,0.4418858398862334,0.012631331026622103,3
0.02916331227816268,0.006869881591269026,0.9040626806230428,0.015351435978447962,0.04004942841471341,0.024697992436265446,0.23556588928388472,0.014403286073923962,3
0.020707729025998357,0.005140914308538042,0.6419395998059492,0.011126555804123632,0.028649214521959027,0.017522658717835395,0.24826065195674876,0.009823528799580854,3
0.02563825626724661,0.010501789187062285,0.7947859442846449,0.0077411262294781935,0.04166288332415032,0.03392175709467213,0.40961401889404364,0.025863372429590442,3
0.021924695844739668,0.007826452979428503,0.6796655711869297,0.008117368815810063,0.035059060233081085,0.02694169141727102,0.3569697401894076,0.0165535473412277,3
0.023264912967421506,0.01007955079740619,0.7212123019900667,0.004801650408508971,0.038864296005098824,0.03406264559658985,0.43325117147529674,0.023567711548095917,3
0.025496422198433486,0.007591572516400876,0.7903890881514383,0.011324159247497448,0.03767891980928338,0.026354760561785935,0.2977505022986051,0.026354760561785935,3
0.014605560576875894,0.007216131807782729,0.4527723778831526,0.0029418378599331747,0.025746859237738087,0.02280502137780491,0.4940674320441762,0.01497501863973671,3
0.02320424957724473,0.009749512124841722,0.7193317368945865,0.006419650912380263,0.03629647158484781,0.02987682067246755,0.4201606301633038,0.019791324790941214,3
0.03193403640750583,0.007334560876205803,0.9899551286326804,0.019430539518142456,0.043617069358189396,0.02418652984004694,0.22967847792901858,0.014714096829578912,3
0.030304553924828937,0.012577715185331495,0.9394411716696971,0.014632269143118739,0.051566451506353035,0.0369341823632343,0.415043732916537,0.023697859925382286,3
0.025451277457875218,0.005950601101962458,0.7889896011941318,0.018433781201165806,0.03901202960547952,0.02057824840431371,0.23380363173563234,0.02045267897653303,3
0.030563820993020865,0.008239986827895882,0.9474784507836467,0.014820447257738062,0.04791599133424524,0.03309554407650718,0.26959936814763613,0.020778872623330703,3
0.02974170568500904,0.009247606198992382,0.9219928762352803,0.013927838677409987,0.046698383115143946,0.03277054443773396,0.3109305934546158,0.025929419017116845,3
0.027626402495363658,0.005181132019182204,0.8564184773562734,0.0197710844857558,0.03769640257599777,0.017925318090241966,0.18754276891649996,0.012532772235428171,3
0.03150629487415266,0.00883211307881344,0.9766951410987323,0.01719359804941414,0.05097453153511971,0.03378093348570557,0.28032852209668063,0.016892069251246117,3
0.023206895636570923,0.00877174866253156,0.7194137647336987,0.011030537937894385,0.0356978793685038,0.02466734143060941,0.37798026930876844,0.012520686542156744,3
0.016290604763819085,0.004968232275303856,0.5050087476783917,0.008955933533403359,0.026359746368301868,0.01740381283489851,0.3049753122940004,0.01386940704396396,3
0.03129238362259821,0.010266793883505574,0.9700638923005448,0.01332240728650007,0.04457682279479779,0.031254415508297724,0.3280924204217947,0.018175035702040116,3
0.0259999901848365,0.007009259000924805,0.8059996957299316,0.012864342653916647,0.04000924099070124,0.02714489833678459,0.2695869864217367,0.017641017688970383,3
0.023345723913201142,0.00711917603230957,0.7237174413092355,0.013100629684605304,0.03508953178964164,0.02198890210503633,0.3049456105442907,0.01355677403171182,3
0.023846451042173665,0.008296306862138747,0.7392399823073837,0.009755469862632522,0.038019049741051754,0.02826357987841923,0.34790530664149166,0.014243651550576119,3
0.038843002061598006,0.005608643351294737,1.2041330639095384,0.03000605805695262,0.04863762293121507,0.01863156487426245,0.1443926332573481,0.011669428083234096,3
0.033600222026800734,0.006396380753059168,1.0416068828308227,0.023044651068326684,0.04440968516841916,0.021365034100092474,0.19036721685818583,0.019101425850634575,3
0.02754027334634637,0.005591800388775703,0.8537484737367373,0.01804585145248524,0.040623313748917415,0.022577462296432177,0.2030408456173707,0.013104169360450384,3
0.018350450125754446,0.004756302550332478,0.5688639538983878,0.011343235492641057,0.026428992834731095,0.015085757342090039,0.2591926910641344,0.009558255630411867,3
0.033991448863526307,0.005624491129633643,1.0537349147693158,0.021185745544159643,0.05129070690587983,0.030104961361720185,0.16546782551740138,0.01965141660922804,3
0.032296229424970374,0.007254429071447129,1.0011831121740813,0.021331095936512827,0.048097019882449916,0.02676592394593709,0.2246215487260022,0.023293744612856986,3
0.025049570150380444,0.005311536542044508,0.7765366746617935,0.016600620937597045,0.03513910398957937,0.018538483051982323,0.21204102546102324,0.01803838272559971,3
0.0229465221502992,0.00797357355548269,0.7113421866592752,0.008521760129891674,0.03345381621495308,0.024932056085061407,0.34748505691868964,0.009428671870166851,3
0.015261069789724526,0.005281722862451069,0.4730931634814602,0.00832405288913819,0.025409786125515064,0.017085733236376875,0.34609125934325524,0.011140995724502712,3
0.0309095229678828,0.010990054710605263,0.9581952120043667,0.011036404265941364,0.04640276419094778,0.03536635992500641,0.3555556234893924,0.024944156993616795,3
0.034942268245503574,0.013141320429240027,1.083210315610611,0.013746149255616033,0.0538211601043173,0.04007501084870126,0.37608664488834587,0.02174934448058062,3
0.0306851821098576,0.006717345188725906,0.9512406454055854,0.020069283035025386,0.041212913219656776,0.02114363018463139,0.2189116937509705,0.015651844541793893,3
0.02365277163427059,0.0060906755579866155,0.7332359206623884,0.013029662783867873,0.03417180315885488,0.02114214037498701,0.25750367238830535,0.012779232980203349,3
0.049763912628275196,0.017409763386332638,1.542681291476531,0.01976905840447168,0.0739992575913017,0.054230199186830017,0.3498471576457322,0.039083221561287726,3
0.029369255290985684,0.00887923837539241,0.9104469140205562,0.012529494317934734,0.04584194897580587,0.03331245465787113,0.3023310699375383,0.01866313171162587,3
0.032155500547859275,0.007239476518520664,0.9968205169836375,0.01956213882644611,0.042748569671351835,0.023186430844905726,0.22513959960740296,0.019364378045704903,3
0.023324597701575266,0.008174519520711517,0.7230625287488334,0.010938132199770885,0.03732540507728312,0.02638727287751224,0.35046776048615136,0.014299912635797205,3
0.023856383911097713,0.01065639945979941,0.7395479012440291,0.00650080919828612,0.04267010379903112,0.036169294600745,0.44668963659836886,0.026923666313862366,3
0.028340761669925114,0.009447324553873235,0.8785636117676785,0.01250108407355803,0.04697521423636781,0.03447413016280978,0.33334758832182787,0.01540319652729798,3
0.03828288704987146,0.009354211042683257,1.1867694985460153,0.02060585803533125,0.0531656970165581,0.03255983898122685,0.2443444516213587,0.013248265099108033,3
0.0357003785822427,0.007268115065759044,1.106711736049524,0.02133953062128649,0.04572492577483258,0.02438539515354609,0.20358649836207032,0.022154869302233652,3
0.020350790358049015,0.009362282935572647,0.6308745010995194,0.0061152788403497,0.03420339797683528,0.02808811913648558,0.4600451761751718,0.011457904797941676,3
0.03481261806146383,0.006845898531422841,1.0791911599053787,0.01964527606711168,0.04518846768370407,0.025543191616592388,0.1966499192716843,0.02003911831651441,3
0.033530324344772496,0.007300323881517954,1.0394400546879474,0.022510067128765406,0.05420049038352407,0.03169042325475867,0.2177230320367033,0.030402871339214214,3
0.04059790654722957,0.007488974501377195,1.2585351029641167,0.027054588884830148,0.052952379765988766,0.02589779088115862,0.18446701168359253,0.011022421759445285,3
0.023111490092303948,0.007765867981986105,0.7164561928614223,0.010833862274388322,0.046390950349947224,0.0355570880755589,0.3360176237434433,0.03359140588794089,3
0.0653325660693036,0.011037991559902196,2.025309548148411,0.04638624297867489,0.08382236287766293,0.037436119898988034,0.16895083453776016,0.026202399599055452,3
0.035479734663420144,0.009783755557369383,1.0998717745660243,0.017047785889231094,0.05334212142307812,0.036294335533847026,0.2757561647566802,0.017105132265069475,3
0.01805458012853247,0.010677554118649634,0.5596919839845066,0.0036242531305419328,0.035925303901530696,0.032301050770988764,0.5914041779224437,0.02420688999994501,3
0.03379609854508873,0.00814894460663491,1.0476790548977506,0.02010551681702922,0.05005203553647984,0.029946518719450622,0.2411208677168188,0.022200394588370323,3
0.024100528722607113,0.007457713936621183,0.7471163904008206,0.013428994195575986,0.03684004265415428,0.023411048458578297,0.3094419223104261,0.016986742346345916,3
0.02847453327089519,0.007677363531407121,0.8827105313977509,0.012440615906291612,0.04156203567928134,0.029121419772989723,0.2696221026124569,0.029121419772989723,3
0.01933128812076909,0.01178914380083869,0.5992699317438419,0.003220095499028503,0.036798185426098924,0.03357808992707042,0.6098478139267246,0.025907755501441587,3
0.03506616135696724,0.012718541447911137,1.0870510020659845,0.01692698833022931,0.06096168035277675,0.044034692022547436,0.3627012754101786,0.03641535426118557,3
0.031982177771315415,0.007692231402538529,0.9914475109107777,0.01830055879241692,0.04592595682085408,0.027625398028437165,0.2405161855312316,0.023571039395446497,3
0.028660226451050475,0.010239837126191295,0.8884670199825647,0.01013054965270232,0.05008384964912956,0.039953299996427244,0.3572838876091985,0.021320193660534982,3
0.024746963726011678,0.007526027054615962,0.767155875506362,0.00985098900974747,0.03933585778250013,0.029484868772752658,0.3041192098530177,0.028045930263186546,3
0.027708557739355894,0.011646394284063786,0.858965289920033,0.008043187650934548,0.04722508511216163,0.03918189746122708,0.42031759262308377,0.030201198943303892,3
0.026176417730913008,0.009902229476156033,0.8114689496583034,0.007487527937498266,0.041371514461577066,0.0338839865240788,0.37828818205563736,0.0338839865240788,3
0.03638593010945434,0.012296986930533734,1.1279638333930848,0.02081886838551323,0.06919781128932155,0.04837894290380832,0.33795994477927466,0.03636353062690284,3
0.021324764683282947,0.004075346373345099,0.6610677051817714,0.014865024054568805,0.03055246953969527,0.015687445485126465,0.19110862107378246,0.013212753866297604,3
0.019167771913273388,0.009902819696496618,0.5942009293114751,0.005865241482402062,0.04024071604545105,0.034375474563048986,0.5166390617179176,0.015772912774005873,3
0.022075047960197092,0.006805877468363684,0.6843264867661096,0.011349054622230103,0.03317136828362593,0.021822313661395823,0.308306350257321,0.013275924770768256,3
0.031620174827855736,0.006185649744836721,0.9802254196635278,0.020614375899771394,0.04228241617537065,0.021668040275599258,0.1956235150030696,0.012998274056255112,3
0.01723804130896281,0.007276525897937735,0.5343792805778471,0.008283838523032327,0.03077963267739259,0.022495794154360264,0.422120226278513,0.011809711474679171,3
0.023279191817807052,0.011744256916803386,0.7216549463520187,0.006319778728469427,0.04118719248767226,0.03486741375920283,0.504495903840605,0.02584108356522459,3
0.019164780705219445,0.005473797939710949,0.5941082018618028,0.009771397455270918,0.03046602566562132,0.020694628210350403,0.28561756191763693,0.01559611893272666,3
